"ECO_CODE","ECOREGION","PROV_CODE","PROVINCE","RLM_CODE","REALM","ALT_CODE","ECO_CODE_X","Lat_Zone","artisanal_fishing","demersal_destructive_fishing","demersal_nondest_high_bycatch","demersal_nondest_low_bycatch","global_cumulative_impact_2008_all_layers.gri","inorganic","night_lights","ocean_acidification","oil_rigs","pelagic_high_bycatch","pelagic_low_bycatch","plumes_fert","plumes_pest","population","sst","uv"
20001,"North Greenland",1,"Arctic",1,"Arctic",8,1,"Polar",2.97773145575615e-05,0.0553276334282594,0.00438149941752877,0.00100003373150228,1.16339414175572,0,0,0.720885185684406,0,0,0,4.77104425053463e-07,0,0.000120586597537583,0.229207699422224,0.15244124818297
20002,"North and East Iceland",1,"Arctic",1,"Arctic",10,2,"Polar",7.77289414963088e-05,0.214252162317358,0.121095539823528,0.126952340047406,3.77360773404871,0.000141561343525017,6.41938400533482e-05,1.00504781388654,0,0,0.0335320843747082,0.00036862851571169,3.82226090687258e-07,0.00125104340379624,1.81639689591621,0.454427358279728
20003,"East Greenland Shelf",1,"Arctic",1,"Arctic",7,3,"Polar",0.000195332112881155,0.0888335986984831,0.0434160584188002,0.0680108087401375,2.98788825304096,0,2.13346600566141e-05,0.833940970935732,0,0,0.00272548475801031,0,0,0.000509204028213846,1.54633308940021,0.403902365491422
20004,"West Greenland Shelf",1,"Arctic",1,"Arctic",9,4,"Polar",0.00159699961334621,0.225307491334094,0.0427094767211641,0.00496519330290542,3.17512283362166,0,0.000131392843204178,0.734609519627965,0,0,3.53816997231307e-05,0,0,0.00474808411405971,1.58758945407868,0.573429838009716
20005,"Northern Grand Banks - Southern Labrador",1,"Arctic",1,"Arctic",5,5,"Polar",0.00207318660275732,0.285551153750302,0.137844293797659,0.0360692785639003,3.44428677492774,0.00318899059138762,0.00188374005594318,0.712032005767688,0,0,0.0213797837829941,0.000961915067970098,3.91431725096911e-05,0.0133719539117801,1.61203342543533,0.617857887260398
20006,"Northern Labrador",1,"Arctic",1,"Arctic",6,6,"Polar",2.85738844606236e-05,0.205155976112784,0.0159109723362848,0.0166560500337944,2.69807270835953,2.52773293959162e-06,0.000132974585702423,0.711323396127872,0,0,0.0125455410101711,8.60692325100771e-05,2.3651767927218e-06,0.000855765887508451,1.23452816577564,0.500844329102817
20008,"Hudson Complex",1,"Arctic",1,"Arctic",3,8,"Polar",7.66175488610003e-05,0.000649620305433501,5.22332546780837e-05,1.3917436083258e-05,1.83166248218558,0.00131162575479777,0.00014402090994261,0.322611318196228,0,0,8.29576208882299e-07,0.00243890381757471,0.000542950793335687,0.00138506245126335,0.879674719976556,0.622760667882949
20011,"Beaufort-Amundsen-Viscount Melville-Queen Maud",1,"Arctic",1,"Arctic",19,11,"Polar",5.08506550252343e-05,0.000120751831384493,2.12488368550014e-05,0,0.786939592456341,3.72041021592436e-06,7.20458631648313e-05,0.370582136343482,0,0,0,0.000142254738678142,3.83319079340754e-06,0.000411556800513524,0.219586440550429,0.195944753668014
20012,"Beaufort Sea - continental coast and shelf",1,"Arctic",1,"Arctic",18,12,"Polar",4.3470539202821e-06,4.48118836374064e-05,7.45599547537424e-06,0,1.14255377374102,2.42234814610921e-05,0.000439857441231173,0.63286867652529,3.13924744692986e-05,0,0,0.00131655257989233,6.29870146529864e-05,0.000465578149815272,0.185414731302645,0.321873161282047
20013,"Chukchi Sea",1,"Arctic",1,"Arctic",16,13,"Polar",2.56896707578495e-05,9.24348904062634e-05,1.93798763041158e-05,1.51500435341961e-07,1.7308960965003,0.00019460134034822,0.000208808570541472,0.439603668383275,0,0,0,0.00039857429008804,2.91118790227046e-05,0.00134506154276162,0.943649073227225,0.345329535979147
