"LME_NUMBER","OBJECTID","LME_NAME","Shape_Leng","Shape_Area","demersal_destructive_fishing","demersal_nondest_high_bycatch","demersal_nondest_low_bycatch","global_cumulative_impact_dif.gri","night_lights","oil_rigs","pelagic_high_bycatch","pelagic_low_bycatch","plumes_fert","plumes_pest","population","sst","uv","layer"
11,28,"Pacific Central-American Coastal",153.151882822,165.397392268,0.00192132889475652,0.000889162273448618,0.000910577599390457,0.729161170883673,3.20256332367009e-08,0,0.00168198592463141,0.000211812581621903,-0.000407975359828538,0.000290251512843562,6.13027055544473e-05,0.699404550991463,0.0241981468810887,0.70104802281499
12,25,"Caribbean Sea",269.198583695,276.603751656,-0.0123826173344301,-0.00883542820630058,-0.00755723472007831,0.361589528714857,-5.02979427305581e-05,6.73076419470187e-06,-0.00138600646183091,-0.000816450274078437,0.00026105449628704,0.00018851510051971,0.000113843548148011,0.364143642026204,0.0279037778070942,0.365357394110107
13,36,"Humboldt Current",442.599531459,253.06909724,-0.0104392928214986,-0.00823922245811142,-0.0149985175894143,0.318528286330756,1.34910440358879e-05,-2.30584924184964e-07,-0.000539429242972534,-0.000919474835051774,0.000210194655254565,0.00014052026562316,-0.00082424616809806,0.356254060300231,-0.00212956283342572,0.358434453446176
14,45,"Patagonian Shelf",143.260741385,137.364853087,-0.0788522943293797,-0.0194187164640757,-0.0102325420532663,-0.145173095554638,1.11801605123562e-05,-2.50220201227661e-07,-9.09267213718914e-06,-8.30028429895947e-05,4.12202599806383e-05,0.000121389464470681,2.46520353185983e-05,-0.0679258423715332,0.0311502037870776,-0.0681572524520345
15,43,"South Brazil Shelf",70.1466398516,51.8759986797,0.00295584452365185,0.00172868116213822,0.00067751649575807,0.100843023068315,0.000101174057468102,9.66038970625781e-05,0.000559778768700833,0.0004456896825334,0.000891775950273279,5.83972376159248e-05,-0.000351474989976407,0.0375909295917127,0.0560881046849121,0.0377082385800646
16,35,"East Brazil Shelf",76.585164469,89.2866091414,0.00278073050403506,0.00165206015562795,0.000994430354139549,1.06630348958364,1.55941772312742e-05,0.000328024896589385,0.00296671618485786,0.000542537568046256,0.0010101371620121,0.000113220826764849,0.000185262064780783,1.04654054487511,0.00917423486242097,1.04855651451432
17,31,"North Brazil Shelf",149.532880708,86.1054665318,-0.00716548052182968,-0.00223008919827334,-0.00312780819594933,0.312914092114584,5.53931754632696e-06,-7.96917021644266e-06,-0.00284742004692989,-0.000222392297029096,0.000321432115317334,-3.38376753215096e-05,-4.03676268019052e-06,0.320305161616149,0.00792099475530296,0.321641811491558
18,61,"Canadian Eastern Arctic - West Greenland",1025.94764515,331.64437588,-0.0309634277701978,-0.00517137823347062,-0.000802359136152283,0.0675971799896031,1.43779448985551e-05,0,0,-4.00704466869094e-05,3.14874345432229e-05,1.43107374558616e-06,0.000169989678134963,0.0929961647270284,0.0113609647529144,0.09691450714058
19,52,"Greenland Sea",478.515084359,347.560761191,-0.0166867664407902,-0.00693593780922514,-0.00818860022896627,-0.174970081406282,1.35291414641537e-06,0,0,-0.00103861045268942,0,0,0.00013570971224357,-0.168881428051372,0.0266242003882392,-0.200590866357157
20,54,"Barents Sea",792.332999321,678.861124641,-0.0631279011537803,-0.0561988110692596,-0.0180674263581413,-0.181163952076776,0.000196197122696739,0,0,-0.00314636644488628,-1.2100576258984e-05,1.32829175285528e-06,0.000193346031295921,-0.0497269916561482,0.00872477523355021,-0.0557100510544033
21,53,"Norwegian Sea",159.901810149,232.309781036,-0.0551675670788634,-0.0199306453540867,-0.0186129916887277,-0.223887419690688,0.000293446030530152,-1.59900268870502e-05,0,-0.0191618706088097,0.000136085953670734,3.06777385246567e-06,4.41509282052153e-05,-0.11471610195467,0.00324099628910456,-0.115068765545747
22,3,"North Sea",209.486402669,103.9652466,-0.084278000948916,-0.0582447702766818,-0.029317392503517,-0.15999314042539,2.21650304320383e-05,-0.00024215879618716,0,-0.0232220961065343,-0.000343303710736972,0.000184131386197365,0.000253256249391443,0.0263690125816507,0.00882601298367431,0.0266157079627885
23,1,"Baltic Sea",219.326402059,61.9500208262,-0.0113286584395008,-0.0585489023307999,-0.0375935623944643,-0.0585357423261243,9.25341943903823e-05,0,0,-0.0207469560655489,-0.00081437091327428,0.000909949171417188,0.000305653940371913,0.116830363420262,-0.0476417926197832,0.119260482647769
24,6,"Celtic-Biscay Shelf",214.311375288,98.7623489389,-0.052435225038685,-0.0373477210303401,-0.0167059819734671,-0.0223951755626803,-0.000142962009464903,0,0,-0.0154154211874145,0.00106098650300383,6.41906305509778e-05,-2.46741668945572e-05,0.110923917057913,-0.0123722835165395,0.111860938189989
25,14,"Iberian Coastal",57.193046581,32.6491639373,-0.0147443559217912,-0.010648565905235,-0.00825588164632426,0.788930537292737,-2.05185236489805e-05,0,0,-0.00509609133893482,-0.00173198331337304,-0.000786988867264245,7.86214683687249e-05,0.853682147143749,-0.023545850038113,0.857417262325094
26,13,"Mediterranean Sea",350.629348915,256.745168483,-0.00923246719283475,-0.0162499385211019,-0.00557042186201559,0.062295776719181,-8.4213684002334e-05,-5.8208965457705e-06,-0.00271432985804583,-0.000503286813654788,-0.00125639775856883,-0.000241673044445463,7.74987170960667e-05,0.117368958791326,-0.0192921318990962,0.118157685469186
27,17,"Canary Current",96.4037842891,100.884476333,-0.00350674680398809,-0.00295122490519297,-0.00303906110927716,0.276345593890199,-9.97076690969644e-06,4.97998920278245e-05,-0.00169500360702073,-0.000456433621378078,-0.000722295294941739,-0.000439984760696907,1.96483304376e-05,0.281582815204831,0.00751405076720673,0.282271771542721
28,32,"Guinea Current",156.97120198,156.534240177,-0.00247818767506712,-0.00169849755535324,-0.00201634198003214,0.774311138343367,-1.17343003546683e-05,0.00068477561903544,-0.00448328751600087,-0.000430157816122281,6.90604879773458e-05,4.45595166092492e-05,0.00010127493457398,0.784913721195486,-0.000384051353918952,0.786502342252531
29,37,"Benguela Current",81.6751243416,128.348959069,-0.00746116201568532,-0.00401349044527518,-0.0189120212216751,0.29654631315834,1.17143227964518e-05,0.000414197689144611,-1.60312981649084e-06,-0.000239781682730816,7.94797862795296e-05,9.16218714639349e-06,0.000129473804325038,0.341017261340009,-0.0144869175005795,0.341515902098355
30,40,"Agulhas Current",194.802316146,232.569655933,-0.0161560846576835,-0.00463800468580583,-0.00674002384679018,0.893349107870963,-8.12925931344096e-06,-1.123057979961e-05,-0.00182246136769761,-0.00355716507903145,0.000324719528600174,1.10984614759516e-05,6.22014576862218e-05,0.88172492487405,0.0441592588287478,0.883852402850765
31,33,"Somali Coastal Current",70.2530544347,68.5710741963,-0.0112419426071605,-0.010640100742293,-0.00420234528888767,0.977067284073514,-2.50620860468252e-05,0,-0.00532158335682162,-0.00151606479232525,0.000434191522883098,9.10494604090991e-05,0.000223990236623706,1.00365219592892,0.0056129599834159,1.00699001499447
32,22,"Arabian Sea",200.00884632,333.7834462,-0.00904133917385204,-0.00787878398350829,-0.00740474587068192,0.416725646998685,2.51139664266272e-05,-3.57833620620239e-05,-0.00393864615481999,-0.00585852328201573,0.000604718182286973,-3.96830415819071e-05,0.000207679928605435,0.459779264741339,-0.00969362464643994,0.460728285597195
33,23,"Red Sea",69.405100556,40.0309910175,-0.04112962395006,-0.0314373939299711,-0.0136877038763445,0.0166993293776745,5.97506317673999e-05,-0.000247850325692198,-0.000644617156839607,-0.000210397973706425,-0.000681715567775809,-0.00030946332507021,0.000140105416629945,0.102816793783194,0.00203144446348496,0.103818689012483
34,27,"Bay of Bengal",219.637122077,304.148625172,-0.0122894108628077,-0.0118709235451849,-0.00628199286928047,0.586814052391014,9.88748253062521e-06,-8.77069635080003e-06,-0.00223010803678084,-0.00264873975480305,0.000772782350320466,6.53370728877489e-05,8.50128240613458e-05,0.625344627277006,-0.00413364820105736,0.626913272902743
35,30,"Gulf of Thailand",46.0178699013,31.8646652723,-0.112966620484912,-0.102459832493875,-0.0498862509001846,0.260805661116983,-0.00036610225271023,-8.75265458800334e-05,-8.02972422993467e-05,-0.00278706931148126,-5.52349744914318e-05,-0.000160531540890024,0.000946036430333551,0.534884669051752,-0.00617558244472789,0.53804655350216
36,26,"South China Sea",205.956314988,264.397357309,-0.0270459749049919,-0.0273264715283764,-0.0128541602281152,0.59969359030164,-3.21495897436716e-05,9.87696552387612e-05,-0.00155584774954081,-0.00415400849181999,0.0006687568680904,0.0001570545050707,0.000115109009354857,0.677239548246352,-0.00561704100520273,0.67902510970174
37,29,"Sulu-Celebes Sea",156.109845944,82.9719894869,-0.00407338236794021,-0.00435837001363005,-0.00252429338150038,1.01619658119037,-0.000148419577262285,-2.95833283624709e-06,-9.29570850391095e-05,-0.00132229642857069,-0.00128502119715879,-0.000125996209891497,0.00079825380976693,1.05251670475602,-0.0231846843691814,1.06054185719555
38,34,"Indonesian Sea",284.654572553,184.897965208,-0.0137380080045353,-0.0114658364374661,-0.00735719158458627,0.989331898091363,-3.34048789543727e-05,1.83161237377391e-06,-0.000172673301551983,-0.00289394827199303,0.00160375393647474,0.000197282652474651,0.000350501148770592,1.01733101019682,0.00550857971013793,1.0228945564285
39,38,"North Australian Shelf",103.681587973,64.9206989499,-0.00171006498807098,-0.00086468711337831,-0.000630599860409787,0.504837676107601,-1.47366621631574e-06,0,-9.55768601072282e-05,-0.000439188534309438,0.000594355020992818,4.12306387914042e-05,0.000296658904043455,0.491091076376955,0.0165559442647603,0.49411360036635
40,39,"Northeast Australian Shelf",71.0359948408,109.050873088,-0.000384207129390229,-0.000201786355075822,-0.00106026054616699,1.04551890305927,-6.39870815647778e-06,0,-6.31438654654015e-05,-0.0014575135660522,9.8926031215964e-05,1.28976614485892e-05,3.59298720990415e-05,1.03667155184641,0.0118729050205039,1.03827798770183
41,42,"East Central Australian Shelf",52.713869716,60.6370155002,-0.000555986457185304,-0.000254978751151404,-0.000490516220138764,0.746813147024989,1.9025121993456e-05,0,-1.37025205366935e-05,-0.000544260645875709,-0.000189309346222279,2.84112816673601e-05,3.8851928403912e-06,0.704799670922854,0.0440109104672885,0.705941184642862
42,46,"Southeast Australian Shelf",106.976592461,127.89582666,-0.000434609813277355,-0.000304867420447999,-8.58741028937235e-05,-0.070982197971574,1.54468591676079e-06,1.14989528952727e-05,-6.45081476224653e-06,-2.14347684233605e-05,-9.35007761825016e-05,-3.44189016853475e-05,5.99050142504682e-05,-0.0210101186773654,-0.0490638725348332,-0.0210529151445139
43,48,"South West Australian Shelf",86.0917820857,100.611490228,-0.000608739522149881,-0.000642537037586781,-0.000135610224949037,0.471049194130417,5.77639076083759e-08,0,-1.78163887382662e-05,-3.31497319776173e-05,-0.000122091381468282,-2.74414124644686e-06,7.77285427772135e-05,0.479647598952884,-0.00711350314623867,0.480727154304181
44,49,"West Central Australian Shelf",46.1564249265,53.2019209662,-0.000293498037448516,-0.000366464516060932,-0.000113297366391262,1.08268275237232,1.53369096988276e-07,0,-0.000966966180351041,-4.72947687814158e-05,-0.000152325969526733,-2.88683812914965e-05,5.20681315052793e-05,1.08145680247512,0.00314243688624715,1.08366755886553
45,41,"Northwest Australian Shelf",69.5862295254,77.3480637124,-0.00121564734632359,-0.000770495259769163,-0.000324494788227977,1.3294947621879,1.60725626414331e-05,1.60854101849367e-05,-0.000686135804521394,-7.56465565556455e-05,-0.000422195970889561,-3.11340351328786e-05,8.24995237940442e-05,1.32049014994161,0.0124157034080248,1.32449139757467
46,44,"New Zealand Shelf",167.460004981,103.144035896,-0.053483435892315,-0.0177971772586914,-0.00642012285702101,0.007786313722287,-4.25560451713749e-05,0,-0.000319401693848349,-0.000282298947103334,-0.000862575712800729,-0.0011444482305072,3.83003731565666e-05,0.0872334787393625,0.000866550735634435,0.0875914633153124
47,18,"East China Sea",105.073242794,72.6529205175,-0.0326584465287157,-0.0291756339814206,-0.0121512167077696,0.0481685589744615,2.50990952318001e-05,-3.76682733706978e-06,-0.00273366636578419,-0.00147897885239932,0.000830397975243374,0.0001568101538143,-0.0002044540112296,0.0960000342995881,0.0295623820349118,0.0965791723306342
48,16,"Yellow Sea",78.7923842408,44.3132494265,-0.0290048144790874,-0.0339423913147877,-0.0139704447087179,0.0357031824973971,0.000163391909374694,-0.000127697526480173,0,-0.000432769099753012,0.00165023106459611,0.000601219242083763,-0.000109655343957992,0.0447876446724271,0.0660884650962286,0.0451729031118781
49,15,"Kuroshio Current",123.339378667,125.306929211,-0.00993165239518061,-0.00996936286321905,-0.00888864605415348,0.125313946148313,-0.00010933785702364,0,-0.00132535130512374,-0.00273124259991579,-0.000394069079489956,-0.000129996870399151,-0.000252307316637217,0.150274862771714,0.0087710486878807,0.150699359738647
50,7,"Sea of Japan",89.0782788957,106.472323797,-0.00414805922966893,-0.00647452103448322,-0.0011395206135199,0.0370789183232157,-0.000110204579057711,0,0,-0.000705009579975397,-0.000481231520601914,-0.00013371833762652,-0.00012367175349294,0.0639779204142656,-0.0135830653717363,0.0642453602162138
51,8,"Oyashio Current",55.9878855219,61.2565278967,0.00386938814550677,0.00096300069769848,0.00144842550819939,0.594950180352102,-1.31356793476994e-05,0,0,-0.000325269683327169,0.000109910931145185,-3.82994668630866e-06,-5.06500666424067e-05,0.551728720290092,0.0372236252012882,0.552717381173757
52,2,"Sea of Okhotsk",145.932989028,213.796584333,0.0552241955899595,0.0159976945516182,0.0174197426203867,0.515445293893063,1.77430005931345e-05,-1.1473287240023e-05,0,-4.55420506254574e-05,0.000127342123165197,-2.26819635651297e-05,5.61317191015214e-05,0.39435568155243,0.0323264570953477,0.395702623846761
53,58,"West Bering Sea",92.8922586399,111.532476931,0.0149095083858246,0.00382677363855551,0.0114974873189095,0.103038017799377,1.01514372791105e-05,0,0,-4.70702088659675e-08,0.000136995336898331,6.94045350925866e-06,5.50169037878471e-05,0.0640867279787994,0.00850846676098256,0.0643290152765958
54,66,"Northern Bering - Chukchi Seas",272.470983926,332.631346265,-0.00773548500322015,-0.00274660294444319,0.000122329480485951,-0.0904130653929521,7.86831354109175e-06,0,0,-1.90710094639082e-05,0.00020342386243217,1.86139170046874e-05,-0.000104147986309407,-0.131860867137077,0.0517008687555256,-0.171103981457864
55,63,"Beaufort Sea",478.747079769,292.450949135,-1.43962324402921e-05,-2.54642674491296e-06,0,-0.0221419944836258,7.66987967197645e-06,-1.36062422961774e-07,0,0,0.000269673879293046,2.22167312748344e-05,-5.04564534939045e-06,0.0652116342945146,-0.0876310644927514,0.134938370935097
56,57,"East Siberian Sea",89.9686448936,187.920184554,-1.94879071454866e-05,-4.33087417908059e-06,0,-0.22535111487574,-2.12233674202301e-06,0,0,0,5.18944617061757e-06,5.99168126984525e-08,-0.000113222491904735,-0.282245573726616,0.0570283736817245,-0.30758607260342
57,56,"Laptev Sea",370.641941298,303.977692922,0,0,0,-0.00436342033028312,4.05210074491024e-06,0,0,0,1.27480962775578e-05,3.52083065501013e-06,-0.000510002114179432,-0.0243447251925718,0.0204709866700632,-0.0292845001896361
58,55,"Kara Sea",417.116801326,353.201183396,-0.00306986640032039,-0.000184993066936551,-7.63695502077869e-05,-0.143165780276491,1.76933326144977e-05,0,0,0,1.92613187232102e-05,1.24192567300157e-05,-0.00027314624747414,-0.126574403324378,-0.013036376357438,-0.166340775408447
59,51,"Iceland Shelf and Sea",138.480688598,97.1401215956,-0.0783136258296676,-0.0604714693854904,-0.0408549591367026,-0.273861553340937,2.45175354761697e-05,0,0,-0.0243871240716216,2.95367281734029e-05,1.97061062757242e-07,-0.000184482238464794,-0.0308463740880401,-0.0388577724202726,-0.0309737818725934
60,50,"Faroe Plateau",29.0561994456,17.6144005623,-0.150434918002312,-0.0307573544559657,-0.0127494336356838,-0.16357961371489,0.000151664166569362,0,0,-0.00879890153993585,0,0,1.06012000819973e-05,0.070038872521147,-0.0310401418165754,0.0701360828013188
61,47,"Antarctica",1686.15672841,1341.22332028,0.00153076358358321,0,0.00199222156374017,0.0528533001160231,0,0,0,0.00146272525686489,0,0,0,0.045121132780348,0.00274645667127907,0.119977563808716
62,11,"Black Sea",84.745092942,51.5342804486,-0.0225532166655225,-0.0193925912711483,-0.0541854538046413,0.132071529139843,2.17280183986393e-05,-0.000107271678935865,-0.000190408725328767,-0.00592735854579421,0.00243382052566152,0.00182798627449521,-0.000190047493518928,0.243294734243345,-0.0129603908157588,0.24449287352462
63,62,"Hudson Bay Complex",391.717406389,209.464313318,-0.000106222709044892,-1.05337415336543e-05,-2.76016241998582e-06,0.165835039586397,2.3924286697007e-05,0,0,-1.70892928302197e-07,7.29013365052821e-05,4.07650960576127e-05,7.357972378491e-05,0.201872731926554,-0.0361291710819892,0.204013024581008
64,65,"Central Arctic",760.568294359,3181.18885474,-0.000459100644071597,-2.28632031534046e-07,-1.34950552784176e-07,-0.000102526610532772,0,0,0,0,0,0,0,-0.00169349479154393,0.00205043294142067,-0.112614629050223
65,59,"Aleutian Islands",71.345688951,28.6336746047,-0.0255962991875817,-0.00421362659891333,-0.00720220059348806,-0.480072910240732,6.66419284785961e-06,0,0,-0.000206530935655039,6.0548597323603e-05,6.94674819376486e-06,0.00014276429348026,-0.409025345028599,-0.0340458291028431,-0.412291390757347
66,64,"Canadian High Arctic - North Greenland",1059.50134216,297.732265258,-5.64039835403938e-05,-1.38492244609794e-05,-1.16901703053329e-05,-0.0581126848849777,0,0,0,0,2.43397500724557e-05,3.55886956854026e-06,0,-0.0373246128231922,-0.0207340275756745,-0.146482598058045
