"LME_NUMBER","OBJECTID","LME_NAME","Shape_Leng","Shape_Area","artisanal_fishing_combo","demersal_destructive_fishing_combo","demersal_nondest_high_bycatch_combo","demersal_nondest_low_bycatch_combo","inorganic_combo","invasives_combo","night_lights_combo","ocean_acidification_combo","ocean_pollution_combo","oil_rigs_combo","pelagic_high_bycatch_combo","pelagic_low_bycatch_combo","plumes_fert_combo","plumes_pest_combo","population_combo","shipping_combo","slr_combo","sst_combo","uv_combo","global_cumul_impact_2013_all_layers"
1,60,"East Bering Sea",148.283217699,189.729414728,9.40871477283522e-06,0.2183744322956,0.036694920086207,0.0373911321094355,0.0010203844571796,0.00324768851117937,7.59423194854703e-05,0.582357557848285,0.169129432836038,0,0,0.00142403614210294,0.000760614714863926,6.89740768485375e-05,0.00080985698279179,0.125562658450529,0.0629320547904455,1.13322532121374,0.72597128050332,3.09905570919815
2,4,"Gulf of Alaska",468.695688344,203.793867511,0.000830167041593165,0.0517920849061229,0.00847498188229418,0.0191923434932784,0.00331679448332877,0.0199460855618875,0.00109792596080067,0.802239367033758,0.275591658931278,2.10175011226174e-05,0,0.00106597957357985,0.00187185964008129,0.000166689796812271,0.0069588609961754,0.199916911479174,0.0393674181092284,0.777695353434776,0.700855251555366,2.91040076471489
3,10,"California Current",110.244423248,215.804744389,0.000294749394940287,0.0258712835910183,0.0150402610534361,0.039211892503556,0.00328783605547826,0.00453794903873631,0.000523894737477646,0.965761376585097,0.374764668174847,0,0.00316370577837502,0.00521768514397803,0.00159706966449042,0.00047689262064134,0.00315440526426992,0.248137368803135,0.0102818364282006,0.549987416648931,0.700802864480499,2.95211315220152
4,20,"Gulf of California",50.5032369568,20.0876799753,0.00106015275220825,0.0737154367296274,0.0119968908308006,0.144435549419921,0.0167849262679614,0.0108444909378286,0.00106826947895392,0.884184628490284,0.0962952674045743,0,0.00266583242679079,0.00393827505406843,0.0148362972883322,0.00674242662243003,0.0160862685299426,0.0644903241249422,0.120124407746616,1.3712857273872,0.384571995882386,3.22512719948691
5,21,"Gulf of Mexico",116.221437916,137.234831192,0.000488192746665524,0.082369630474778,0.045943552984274,0.0425187439466322,0.0124472106081039,0.0211114924027762,0.00175981254858403,0.91451064037887,0.285196536380801,0.00106413004957441,0.0115361915728424,0.000748065020612971,0.0152570923575023,0.00377408606203916,0.00768476310561372,0.191806788053207,0.222053108960922,1.41166922117836,0.533382929872038,3.80532219677215
6,19,"Southeast U.S. Continental Shelf",60.4763047857,28.3566504978,0.00297393690130565,0.0872501861693828,0.027362317657997,0.0276296154483759,0.0255023335061489,0.0383467775395008,0.00361055823224943,0.873022965162747,0.381535748394884,0,0.00336112953425917,0.000366980612491114,0.0199228521307614,0.00241053921314207,0.0174315832270577,0.281245309027555,0.222943622121771,1.03793650455509,0.330135659514714,3.38298862079116
7,12,"Northeast U.S. Continental Shelf",131.06076327,34.4699302913,0.00446236440851739,0.275857089290005,0.112009415892738,0.0810439209598657,0.0285333003058094,0.0858710498034398,0.0100272215558066,0.522744892080544,0.294413356643042,0,0,0.0228104435773141,0.0189365466895342,0.00407270290645086,0.0465849443043601,0.311830157399547,0.313222006254029,1.1277695088403,0.467720226932376,3.72790914060084
8,9,"Scotian Shelf",87.605889957,32.8289784535,0.00314769745307556,0.173219536450752,0.164124213124451,0.0753717898528441,0.00906714775735497,0.0499787850673801,0.00457239430971259,0.550111374538016,0.262771375963767,0,0,0.0470897747938142,0.00466289170420144,0.000300475303690278,0.0210848903894917,0.301550967692395,0.231763300567601,1.55470356645333,0.551054845925315,4.0045750172796
9,5,"Labrador - Newfoundland",270.847478624,114.597691045,0.00210890269082148,0.235310324342059,0.111474908324757,0.0370871731092559,0.00455795879450466,0.0159864199041708,0.00197521679517273,0.666846383970811,0.219155887037321,0.000116885478205909,0,0.0219327740029991,0.00213092908489435,0.000333329896342156,0.011031022405685,0.242765479920056,0.103235559713875,1.57927350336173,0.604679333777807,3.86000200810023
10,24,"Insular Pacific-Hawaiian",72.9214424204,87.0088696678,0.000398927322764402,0.00291289091041759,0.00182566231946289,0.00559569927141552,0.00127743017736682,0.00140915141876606,0.000329826040923893,1.19510082778602,0.189962687932141,0,0.000357822357591364,0.00111867909842389,0.00143410140723876,0.000178300432147623,0.00145489450813744,0.118380053471896,0.00586222291450083,1.32611953412463,0.666218054162825,3.5199367991937
11,28,"Pacific Central-American Coastal",153.151882822,165.397392268,0.00150352639862893,0.0564367185094196,0.0155949132097218,0.0348841554126582,0.00843404458684575,0.00844894237777819,0.00037988437853227,0.971287042348703,0.24780899964453,0,0.0155160314351364,0.00711282825318174,0.00661679138320267,0.00283273367865187,0.0051565164194456,0.158771542110571,0.0271274187561925,1.14824490033295,0.642520439994476,3.35867743721339
12,25,"Caribbean Sea",269.198583695,276.603751656,0.00207129559735702,0.0327216592538733,0.0229229279663527,0.0144671344849794,0.00977806337259969,0.0151315034121114,0.00138666862368169,1.10606834583557,0.331864884158106,2.24631479359584e-05,0.00323455171084802,0.000990802932168263,0.00635623277070984,0.0019354361468804,0.0103050044457938,0.224772125394214,0.0778091148172259,1.82372973068719,0.522086967673184,4.20765492853241
