"LME_NUMBER","OBJECTID","LME_NAME","Shape_Leng","Shape_Area","artisanal_fishing_combo","demersal_destructive_fishing_combo","demersal_nondest_high_bycatch_combo","demersal_nondest_low_bycatch_combo","inorganic_combo","night_lights_combo","ocean_acidification_combo","oil_rigs_combo","pelagic_high_bycatch_combo","pelagic_low_bycatch_combo","plumes_fert_combo","plumes_pest_combo","population_combo","sst_combo","uv_combo","global_cumul_impact_2008_all_layers_except_shipping_oceanpollution_invasives"
11,28,"Pacific Central-American Coastal",153.151882822,165.397392268,0.00150352639862893,0.0545235504489316,0.0142538494932831,0.0339771439149126,0.00843404458684575,0.000378180967574976,0.971287042348703,0,0.0137679068311222,0.00690187648084685,0.00702476261238354,0.00253924023815745,0.00509183064985733,0.448119802269929,0.618425916350379,2.18622867236915
12,25,"Caribbean Sea",269.198583695,276.603751656,0.00207129559735702,0.0450495608976973,0.0310537611814262,0.0219860214375137,0.00977806337259969,0.0014343222370986,1.10606834583557,1.57721053432256e-05,0.00459705177406483,0.0018025077422182,0.00610378717988623,0.00174692500302742,0.0101794539298185,1.45556193801431,0.494341839320356,3.19179064579878
13,36,"Humboldt Current",442.599531459,253.06909724,0.000709609463587357,0.0593510911488687,0.0373931125211152,0.115174958701863,0.00515256610848676,0.000299611785040792,0.937783769453502,1.1916581512163e-06,0.00188341329627239,0.00334948364523547,0.00325522242541658,0.000894092696424978,0.00697955170933001,0.523807561237649,0.710985836740761,2.40702106982817
14,45,"Patagonian Shelf",143.260741385,137.364853087,8.7480380790721e-05,0.297642201233645,0.0614242229457358,0.0311310633784821,0.00307407562076585,0.000353089846025286,0.707558475486359,8.70327239130142e-07,2.34031015419535e-05,0.000245522781123269,0.00446704644682218,0.00143089143924392,0.00447011827701084,1.03321743396953,0.645307490206183,2.79043337838108
15,43,"South Brazil Shelf",70.1466398516,51.8759986797,0.000984975551318906,0.0797264318429638,0.045253616947268,0.0156243712220105,0.00883504039997675,0.00169509228007568,0.942738109852329,0.0017235480588726,0.0133120100719084,0.0105789042376209,0.00906578425510777,0.00107872909680679,0.00982799585840558,1.41946631460155,0.542186938255358,3.10209786373103
16,35,"East Brazil Shelf",76.585164469,89.2866091414,0.00124888104710407,0.104431159979597,0.0459395829125602,0.0291390386618533,0.0133125028512625,0.000802464996204833,1.04421523207092,0.000339535442856345,0.0705166524327042,0.0131481107815755,0.0143854128843399,0.00157302691421346,0.00441662772268376,0.519253387640929,0.588427912979702,2.4511495307134
17,31,"North Brazil Shelf",149.532880708,86.1054665318,0.000214882102350483,0.08069443692331,0.0402799657213944,0.0254808545817528,0.00733719742697735,0.000396794791781781,0.842576781231554,5.88528226719181e-05,0.0299423498174019,0.00269137692833172,0.00975444217898304,0.00159956607343819,0.0097052445823389,1.2899367189229,0.525762973993298,2.86643243779669
18,61,"Canadian Eastern Arctic - West Greenland",1025.94764515,331.64437588,0.000737721847101318,0.183395184248686,0.0227248258099202,0.00391061372802692,1.42388345605636e-08,8.43409123541289e-05,0.591534243960238,0,0,0.000192261254342694,1.61926417954948e-05,4.34175556139685e-07,0.00217325973165756,1.03839939916195,0.40877495300938,2.25194344731014
19,52,"Greenland Sea",478.515084359,347.560761191,9.41779156520821e-05,0.0672709658044749,0.0285005927520556,0.0461422422647794,0,8.66216870011062e-06,0.916632695015089,0,0,0.00290355605332915,0,0,0.000181376759016872,1.29287228955647,0.328580678152813,2.68318723962649
20,54,"Barents Sea",792.332999321,678.861124641,0.000235535797730766,0.233012329719911,0.227372231063297,0.0692114687279791,0.00215922263383053,0.000647624350363637,0.82518073206351,0,0,0.0284530577299203,0.000259614613528938,7.68582845669515e-06,0.00464405843835761,1.19795646436794,0.44476309035929,3.03390311605122
21,53,"Norwegian Sea",159.901810149,232.309781036,0.000362625015784793,0.19566237669753,0.137560653756535,0.0795733277310289,0.00144119264980422,0.000882259452824292,1.06794064098814,0.000108563224940685,0,0.0998021028524531,0.000332517111758643,4.3831847250315e-06,0.00679736564179462,2.00835940433951,0.592928028912977,4.19175544303216
22,3,"North Sea",209.486402669,103.9652466,0.00194035007345437,0.461628772290243,0.247574721864766,0.129385265246534,0.0250471536234261,0.00602069375345716,0.615135852739352,0.00059231529345942,0,0.11161914996091,0.0291701833658727,0.00397538234491572,0.0286782879251878,1.40727772115264,0.577371674166198,3.64541751684194
23,1,"Baltic Sea",219.326402059,61.9500208262,0.00327740357510611,0.0301970638568075,0.188120175809523,0.144853928709568,0.0551468792006343,0.0108481304918808,0.0122111918762585,0,0,0.0651190088827303,0.0533851799707677,0.00489917085623316,0.0682931899898135,0.874183968595117,0.437131280233256,1.947666577785
24,6,"Celtic-Biscay Shelf",214.311375288,98.7623489389,0.00279925634081465,0.248155953682571,0.159191668395132,0.0776701898092574,0.0190157998201149,0.00499366108411293,0.873917056382127,0,0,0.0571055641179239,0.0177383628433209,0.00462186356420133,0.0262398271083544,1.5539821998064,0.662832529434534,3.7082639399061
25,14,"Iberian Coastal",57.193046581,32.6491639373,0.00110871332719784,0.152544384509004,0.0968567311355275,0.0984708535899915,0.027956713044026,0.00497504788608413,1.03645954641036,0,0,0.0314722161313971,0.0199079570084778,0.0068279703564612,0.0163035307279461,0.621982904578111,0.662736477723612,2.77760304929382
26,13,"Mediterranean Sea",350.629348915,256.745168483,0.00163048107858489,0.0821958744330291,0.081307742901588,0.0614620530176606,0.029661706980683,0.00491280047157697,1.05529147930625,0.000271538524435792,0.00453453296160429,0.0119323670206878,0.0208635920362633,0.00511328361865275,0.0215947992286627,1.5250448196645,0.563948471238232,3.46976554249565
27,17,"Canary Current",96.4037842891,100.884476333,0.000296981394253606,0.07503139158433,0.102526162257587,0.120813926209392,0.00775281636135022,0.000714221608807484,1.04758019834497,0,0.00684218793551143,0.00680521880996614,0.00482598650460025,0.00126355709911606,0.00593752274284644,1.53444041238882,0.654556100622388,3.56938669482609
28,32,"Guinea Current",156.97120198,156.534240177,0.000987049953892629,0.0590374831186655,0.0619436829774381,0.0387595409050827,0.00817360427491933,0.000275242382347308,1.03793126822245,0.0124104351831818,0.111361544806873,0.00879507126121255,0.0028521882267239,0.000641734592608214,0.00413689287265589,0.885705174780946,0.56781899797888,2.80082991473804
29,37,"Benguela Current",81.6751243416,128.348959069,0.000196211269188981,0.0496352197447979,0.0284063903965005,0.085454445012124,0.0047289136992346,0.000241320768392277,1.04720482752566,0.000577049965125808,1.27511810380754e-05,0.00101160533837946,0.00118532861439036,0.000330220328892,0.00205537319244351,1.19854392982662,0.653602543686372,3.07318613235864
30,40,"Agulhas Current",194.802316146,232.569655933,0.000670319732179214,0.0557006538500416,0.0132273666068824,0.0236554259269674,0.00806737383427805,0.000175530807804865,1.09389653684826,1.948287244551e-05,0.00512136805155324,0.00895674415964084,0.00237034217851507,0.000392840277607592,0.0057127611939539,0.800241616843887,0.597216539551113,2.61542490349998
31,33,"Somali Coastal Current",70.2530544347,68.5710741963,0.000974742383437863,0.0321851681817302,0.0333011932260147,0.0114361400934325,0.00987027613585021,0.000293945878930515,1.03635141955952,0,0.0125137583809005,0.00387405155784662,0.00300210788830869,0.000400126608656992,0.00752485422351715,0.66440488704113,0.518464374344726,2.33459704310047
32,22,"Arabian Sea",200.00884632,333.7834462,0.000440085216908076,0.0936982326463967,0.062354739977246,0.0478681736529067,0.00850627176062219,0.0011002803242582,0.999139195502123,0.00123837856586626,0.0256554982540042,0.0239285960881737,0.00654786515518617,0.000588380709972708,0.00533033329828075,1.18119747117158,0.619574473786156,3.07716797498431
33,23,"Red Sea",69.405100556,40.0309910175,0.00189859106057172,0.128213038525664,0.0822084256341637,0.0387241972477206,0.0154952565519995,0.00290177508540756,0.942343963252466,0.000637976763888193,0.00117754996059013,0.000758622336862939,0.0061738809110424,0.00057901087775763,0.0206547125273666,1.25640759755576,0.256123747837554,2.75429834558134
34,27,"Bay of Bengal",219.637122077,304.148625172,0.000900296339885641,0.15909682058921,0.125482262441816,0.0774408397300273,0.0117520397413991,0.000549978533471485,0.984916672768242,3.97371656699053e-05,0.101897949297557,0.031484229395258,0.0129811893342181,0.001374975840778,0.00935544289157921,0.961014679896223,0.612961574682072,3.0912486899827
35,30,"Gulf of Thailand",46.0178699013,31.8646652723,0.00217142509704382,0.543778369173292,0.434439083339204,0.211795803676052,0.0245155525124221,0.00315448433132807,0.484327553487284,0.000688265024266193,0.000181314712115256,0.00706041111104136,0.0350592381439503,0.00710050614313931,0.0200059326402949,0.457788213590779,0.386750870170087,2.61881702679416
36,26,"South China Sea",205.956314988,264.397357309,0.0012600634731431,0.364019492972446,0.333147082971338,0.145672875117821,0.0108985932683967,0.00143514930881459,0.892110564737468,0.00098181536152657,0.0119784160202004,0.0342667271880239,0.0153396667116213,0.00204523398481994,0.0120003153061138,0.661293796327823,0.519304158354268,3.00575395456925
37,29,"Sulu-Celebes Sea",156.109845944,82.9719894869,0.0139730302206164,0.220777094850207,0.295603322909515,0.147870189867004,0.0212901056861961,0.0013459699720076,1.04898840245884,7.96725065384109e-06,0.00252557029012365,0.0515421083568949,0.0142216724287434,0.00171747822404759,0.0364861140097505,0.410060989378819,0.497096969131076,2.76350698322833
38,34,"Indonesian Sea",284.654572553,184.897965208,0.00600018402848778,0.270284687316844,0.183867405170785,0.148455213704224,0.017273315974758,0.000747570225429048,0.892450286361343,0.000345070803874739,0.00266644509227582,0.0426755764992127,0.0139230352419318,0.00158806152145555,0.0229904375838493,0.165439465206099,0.449705859547384,2.21841261479521
39,38,"North Australian Shelf",103.681587973,64.9206989499,6.44517309190985e-05,0.0695192652934463,0.0327991379965396,0.0234170843243332,0.00146058108570725,0.000158102400076062,0.532922855777777,0,0.00285755542909316,0.0137898413801108,0.00805787331237666,0.00031540253854005,0.00315820832514443,0.0205767399431189,0.495755233888515,1.20485233453414
40,39,"Northeast Australian Shelf",71.0359948408,109.050873088,0.000471108848235568,0.0126961557773461,0.00616196849447677,0.0318878365801847,0.00117691097803054,0.000197211972112331,0.988727616053965,0,0.00190277998551117,0.0415444320841697,0.00300083354957208,0.000136047124329666,0.00260350931976959,0.221480860950677,0.476713231426209,1.78870050388983
41,42,"East Central Australian Shelf",52.713869716,60.6370155002,0.00184734930083397,0.0196618545266152,0.00815429986532743,0.0133133599391484,0.00542539138718622,0.000686210847495584,1.12850256640991,0,0.000411766391446412,0.013359062041988,0.00489108049145914,0.000427093706115554,0.00583332195674229,0.943388544820372,0.677842493406421,2.82374439356475
42,46,"Southeast Australian Shelf",106.976592461,127.89582666,0.000411807880648035,0.0142763024683109,0.00969284094342238,0.00269184907398049,0.0015422509657316,0.00025434338846176,0.97974512777333,6.08904584189345e-05,0.000193708211625043,0.000642810757339037,0.00341704361905485,0.000537184595499767,0.00414471571326968,1.50864581243345,0.765174458232057,3.29143114256848
43,48,"South West Australian Shelf",86.0917820857,100.611490228,0.000207519885907908,0.0198077743710219,0.0208957147063916,0.00420724406464677,0.000731623683837417,0.000144688265731823,0.933726372164164,0,0.000534669882412709,0.00099755690382269,0.00495828736779344,0.000538563600274777,0.00263646558307315,1.22635405208139,0.688105770807118,2.90384630151226
44,49,"West Central Australian Shelf",46.1564249265,53.2019209662,9.70017838312171e-05,0.00924974250046145,0.0116886742685862,0.00349682428577093,0.000799211379517886,0.000146966915869216,1.02907028918999,0,0.0297001973641757,0.00143147590414194,0.00318152809931514,0.000534945557874085,0.0020326350974435,0.459797405533396,0.693758885867596,2.24498578710439
45,41,"Northwest Australian Shelf",69.5862295254,77.3480637124,5.59369500444682e-05,0.0458150164688358,0.0247367444327983,0.010197031714596,0.000297847448004052,0.000123557811028441,0.931942408919496,0.000135239007498628,0.0208693678819278,0.00196575172778503,0.00182131369187897,8.86358747013616e-05,0.00181716022437705,0.169981472988878,0.541039385219869,1.75088687088587
46,44,"New Zealand Shelf",167.460004981,103.144035896,0.000551696553255929,0.156411545326851,0.043302858426479,0.0158227649504721,0.0114386631165036,0.000579141388585834,1.00087624436618,0,0.000747558559954637,0.000648449102206559,0.00975536315134581,0.0017990335747818,0.00830801959191449,0.645717251961387,0.50900200487725,2.40496059415199
47,18,"East China Sea",105.073242794,72.6529205175,0.00148202569229316,0.590264862656299,0.490881024712759,0.177189824871264,0.0180879358791637,0.00625481350412662,0.776251109291729,4.59515051487772e-05,0.0233808271156734,0.0128216022357463,0.0186349365369853,0.00289943894991385,0.0293726825450198,1.35565007031829,0.551071298494147,4.0542884059438
48,16,"Yellow Sea",78.7923842408,44.3132494265,0.000909199909438058,0.481050564543788,0.617934696282995,0.224437858442351,0.0480118407015046,0.00700776143897207,0.378540460744935,0.000395407338891599,0,0.00381516638533487,0.0655888471402346,0.0135386265695814,0.0371187519548895,0.925459562941898,0.374964677036658,3.17877343031356
49,15,"Kuroshio Current",123.339378667,125.306929211,0.00144358697782169,0.119483854681351,0.0953373371110358,0.0852822428872007,0.00930095770768142,0.00254618879462438,1.09745158901147,0,0.0120337548679843,0.0212623507093484,0.00656627091752833,0.00211915993050726,0.0118436463278284,1.37756956741085,0.617473199765542,3.45971370821454
50,7,"Sea of Japan",89.0782788957,106.472323797,0.00119941841723284,0.195574720783326,0.0863949015530599,0.0878895710104847,0.0120110829616992,0.00244891566032907,0.848247976565782,0,0,0.00511232207456261,0.00863969574510697,0.00294220824595241,0.0126283381790029,1.50707157017592,0.56583350472541,3.33599421533716
51,8,"Oyashio Current",55.9878855219,61.2565278967,0.000163919108170121,0.0699772086563601,0.0297905424044968,0.0418876591042662,0.00135622023363491,0.00019213549671767,0.783240071995803,0,0,0.00634235118751022,0.00181581899497802,0.000787792582282119,0.00270839773598278,0.359863529958718,0.72567828779369,2.02380393230955
52,2,"Sea of Okhotsk",145.932989028,213.796584333,0.000215271642223163,0.390474471871438,0.0747393936468441,0.0862445452459222,0.00107828752958291,0.000223441143138339,0.622280913846518,2.75583303002785e-05,0,0.000534184488920417,0.000888314599294658,0.000220028251397467,0.00295702018642111,0.620949934152452,0.524270161100547,2.32510352925161
53,58,"West Bering Sea",92.8922586399,111.532476931,9.70236346259523e-05,0.0620390641618279,0.0130398331581168,0.0490266907366117,0.000647670581664773,6.13873163546546e-05,0.653319241056896,0,0,2.48747616542989e-07,0.000123139792898,5.14317258463767e-06,0.00246148636121958,1.62172146485156,0.678742142307908,3.08128454070151
54,66,"Northern Bering - Chukchi Seas",272.470983926,332.631346265,4.40750128441198e-05,0.121094844937917,0.0238737345755064,0.0145186639990459,0.000598603838491873,0.000162996412370342,0.46423466935939,0,0,6.55902492262262e-05,0.000655848204958247,9.31221914354505e-05,0.00186392239975491,0.836509519313997,0.311584671093038,1.77530025903825
55,63,"Beaufort Sea",478.747079769,292.450949135,2.05729349463877e-05,6.86984547581357e-05,1.21764385522838e-05,0,9.56599474197371e-06,0.000162227737964562,0.537587492461466,1.09851042585216e-05,0,0,0.000481592262370708,2.12313220772098e-05,0.000270904949639208,0.161975041877991,0.195039440321158,0.895659929028217
56,57,"East Siberian Sea",89.9686448936,187.920184554,1.5877103278404e-05,2.02225091331774e-05,4.48915017273501e-06,0,0.000592512660369677,8.72322936133926e-06,0.358248138990565,0,0,0,3.14621895968386e-05,7.50923027774003e-07,0.000671132213837435,0.561741166136502,0.316671352904297,1.23800583114784
57,56,"Laptev Sea",370.641941298,303.977692922,8.49718660983324e-06,0,0,0,0.000793705511472593,1.18075158751603e-05,0.249461664893334,0,0,0,0.00039314526524492,4.88675298319097e-05,0.00134831049260047,0.231762675812694,0.150081754712742,0.633910427866262
58,55,"Kara Sea",417.116801326,353.201183396,4.02346595772975e-05,0.00413425068444089,0.000231126036596703,9.06394070248968e-05,0.00120087399777988,5.6640448629155e-05,0.489515862705346,5.88446806353532e-07,0,0,0.000414640278919964,0.000109794715077024,0.00342879293112782,0.620037744757658,0.30830459434479,1.42756578032129
59,51,"Iceland Shelf and Sea",138.480688598,97.1401215956,0.00068713569002324,0.319372498720969,0.253373618821516,0.193777175523426,0.00144973339864644,0.000626646618332085,0.949283222469969,0,0,0.078231574911272,0.00163199297949412,1.7103300368774e-06,0.00557070720196469,1.89118050738154,0.505941098634059,4.20112762406429
60,50,"Faroe Plateau",29.0561994456,17.6144005623,0.000452806432535329,0.508370710472728,0.0729666973245517,0.0301161280876294,0.00102824019658914,0.000480312022774636,1.07386619780488,0,0,0.0206333054124633,0,0,0.00670641571997675,2.0793948746513,0.588541726650675,4.38255742524384
61,47,"Antarctica",1686.15672841,1341.22332028,0,0.000859182611384007,0,0.00896838322297298,0,0,0.401474794520164,0,0,0.000799254544221366,0,0,0,0.209492070834044,0.135119156524107,0.756712844391395
62,11,"Black Sea",84.745092942,51.5342804486,0.00181511359813942,0.034827027904464,0.0305096739489589,0.110429044585285,0.036195962225061,0.00245438176006561,0.960095502172373,0.000165972599432675,0.000295718352841547,0.0087796598466218,0.0294574148381687,0.0075651427880238,0.0175935724363009,1.5734650295575,0.539767899587595,3.35341711464389
63,62,"Hudson Bay Complex",391.717406389,209.464313318,7.10209613215965e-05,0.000634520371700206,5.13050162620586e-05,1.36125573862607e-05,0.00125654606792327,0.000121866681780512,0.320079748447245,0,0,8.24624644077699e-07,0.00236939988497082,0.000506635206871505,0.00125920900648282,0.873357102281062,0.618193124734679,1.81791491015644
64,65,"Central Arctic",760.568294359,3181.18885474,0,0.00082739803693934,8.96022174855954e-07,5.29257076650512e-07,0,0,0.725993523918022,0,0,0,0,0,0,0.0132219904233311,0.000686559475136622,0.740730897218782
65,59,"Aleutian Islands",71.345688951,28.6336746047,7.07917754654559e-06,0.111163899577672,0.0136998226785249,0.0283238054995303,0.000565414395339095,5.46921097911834e-05,0.644485143397008,0,0,0.000638675577190124,0.00120916605352669,5.94682371163395e-05,0.000379978895636228,1.68786024854744,0.630894094518531,3.11934151536876
66,64,"Canadian High Arctic - North Greenland",1059.50134216,297.732265258,8.91208810714199e-05,0.000229858915585113,5.39793275826583e-05,4.4592051182863e-05,2.01632445315688e-08,0,0.432411570569002,0,0,0,4.10304497928888e-05,1.3777839840984e-06,0,0.113184636325006,0.0705969940364873,0.616653180294767
